Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2015;1         ;1;165;104004;3;19;10;6;1;3;28;28;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;INUTIL TEAM                                       ;MASCULINO;Latina
2015;1         ;1;165;104007;5;15;11;5;2;4;31;29;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;BULLATES                                          ;MASCULINO;Latina
2015;1         ;1;165;104023;9;5;11;2;1;8;22;37;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;MILAN CHUPAO                                      ;MASCULINO;Latina
2015;1         ;1;165;104042;2;19;11;5;4;2;43;32;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;VIKING ROCK                                       ;MASCULINO;Latina
2015;1         ;1;165;104093;6;10;10;3;1;6;21;28;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;BAR BIKINI-VAINAS LOCAS                           ;MASCULINO;Latina
2015;1         ;1;165;104469;7;10;10;3;3;4;32;29;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;BAHIA DE VIGO                                     ;MASCULINO;Latina
2015;1         ;1;165;105069;8;6;11;2;1;8;20;34;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-7 (1¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;FUMIN                                             ;MASCULINO;Latina
2015;1         ;1;166;103968;8;6;10;2;0;8;20;33;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;MARISCOS RECIO                                    ;MASCULINO;Latina
2015;1         ;1;166;103974;6;14;10;4;2;4;30;22;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;DIABLOS ROJOS F.C.                                ;MASCULINO;Latina
2015;1         ;1;166;104017;3;20;11;6;2;3;44;24;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;ROMANGORDO CF                                     ;MASCULINO;Latina
2015;1         ;1;166;104031;7;7;9;2;1;6;15;54;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;MAGLIA VINO                                       ;MASCULINO;Latina
2015;1         ;1;166;104068;5;17;11;5;2;4;34;30;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;PEPUDOS                                           ;MASCULINO;Latina
2015;1         ;1;166;104070;1;26;11;8;2;1;38;20;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;SPARTAK DE AVILA                                  ;MASCULINO;Latina
2015;1         ;1;166;104080;9;0;10;0;1;9;21;55;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;BEBERTON - 5 BROTHERS F.7                         ;MASCULINO;Latina
2015;1         ;1;166;104091;2;25;11;7;4;0;43;17;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;THE PLAZA TEAM                                    ;MASCULINO;Latina
2015;1         ;1;166;104654;4;17;11;5;2;4;33;23;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-8 (2¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;FULL TERRIER                                      ;MASCULINO;Latina
2015;1         ;1;167;103989;3;21;10;7;0;3;24;11;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;DORTMUND                                          ;MASCULINO;Latina
2015;1         ;1;167;103996;4;16;10;5;1;4;22;24;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;SPORTING MATOZOIDE                                ;MASCULINO;Latina
2015;1         ;1;167;104000;8;8;10;2;2;6;16;26;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;FINIDITOS F.C.                                    ;MASCULINO;Latina
2015;1         ;1;167;104057;5;13;10;3;4;3;25;25;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;KETANIMAN F.C.                                    ;MASCULINO;Latina
2015;1         ;1;167;104063;9;6;11;1;3;7;22;36;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;LOS CASANOS                                       ;MASCULINO;Latina
2015;1         ;1;167;104067;2;21;10;7;0;3;31;17;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;WEST BATAN                                        ;MASCULINO;Latina
2015;1         ;1;167;104077;1;26;10;8;2;0;30;11;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;CHAVALITOS CF                                     ;MASCULINO;Latina
2015;1         ;1;167;104100;7;9;10;2;3;5;13;21;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;ESPARTANOS                                        ;MASCULINO;Latina
2015;1         ;1;167;104428;6;10;11;3;1;7;21;33;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-9 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;TRAN TRAN                                         ;MASCULINO;Latina
2015;1         ;1;168;104071;3;21;11;7;0;4;45;35;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;PARKECITO                                         ;MASCULINO;Latina
2015;1         ;1;168;104422;8;7;11;2;1;8;28;58;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;LOS CHARROS                                       ;MASCULINO;Latina
2015;1         ;1;168;104453;7;9;10;3;0;7;22;44;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;FUMADORES DE LA PLATA                             ;MASCULINO;Latina
2015;1         ;1;168;104467;4;19;10;6;1;3;37;27;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;GRAN CAPITAN                                      ;MASCULINO;Latina
2015;1         ;1;168;104659;1;28;11;9;1;1;50;19;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;LA GRANJA DEL TIO PHIL                            ;MASCULINO;Latina
2015;1         ;1;168;104843;6;15;10;5;0;5;52;42;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;COMPADRES-BAR SAN IGNACIO                         ;MASCULINO;Latina
2015;1         ;1;168;104946;5;16;11;5;1;5;44;42;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;NARANJITOS GILARRANZ                              ;MASCULINO;Latina
2015;1         ;1;168;104947;9;2;11;0;2;9;15;50;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;LA VACA GAR                                       ;MASCULINO;Latina
2015;1         ;1;168;105078;2;23;11;7;2;2;48;24;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-7 SEN MAS DOM TAR GR-10 (3¦ DIV);FUTBOL-7                                          ;SENIOR                                            ;JCQ MADRID                                        ;MASCULINO;Latina
2015;1         ;1;169;103955;4;20;12;6;2;4;50;30;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;C. D. CHIMENEA                                    ;MASCULINO;Latina
2015;1         ;1;169;103970;7;15;11;4;3;4;25;31;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;DEPORTIVO LUCERO                                  ;MASCULINO;Latina
2015;1         ;1;169;103976;6;17;12;5;2;5;32;28;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;ONCE DE NEGRO                                     ;MASCULINO;Latina
2015;1         ;1;169;103978;10;11;12;3;2;7;30;42;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;BATANCHESTER CITY                                 ;MASCULINO;Latina
2015;1         ;1;169;103979;9;13;11;3;4;4;24;38;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;PERRO VERDE                                       ;MASCULINO;Latina
2015;1         ;1;169;103981;12;8;12;2;2;8;12;28;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;LUCERO UNITED                                     ;MASCULINO;Latina
2015;1         ;1;169;103983;8;14;12;4;2;6;33;46;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;RESTAURANTE BAHIA DE VIGO                         ;MASCULINO;Latina
2015;1         ;1;169;103985;5;18;12;5;3;4;25;24;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;MARBEL                                            ;MASCULINO;Latina
2015;1         ;1;169;103992;1;27;12;8;3;1;45;25;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;CAMPAMENTUS DE TURIN                              ;MASCULINO;Latina
2015;1         ;1;169;103997;3;22;12;6;4;2;29;19;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;EUSKALECHEA                                       ;MASCULINO;Latina
2015;1         ;1;169;104012;11;9;12;2;3;7;33;42;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;MONTEVI¥AS                                        ;MASCULINO;Latina
2015;1         ;1;169;105469;2;23;12;7;2;3;39;24;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS SAB TAR GR-1;FUTBOL                                            ;SENIOR                                            ;LEGAZPI DE LA RUE                                 ;MASCULINO;Latina
2015;1         ;1;170;103949;6;13;12;4;2;6;36;41;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;DYNAMO DE UCRANIA                                 ;MASCULINO;Latina
2015;1         ;1;170;104014;4;17;12;6;1;5;33;30;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;PRODET                                            ;MASCULINO;Latina
2015;1         ;1;170;104446;7;12;11;4;0;7;22;40;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;LOS PUMAS DE WISCONSIN                            ;MASCULINO;Latina
2015;1         ;1;170;104454;10;18;12;8;1;3;49;21;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;PAVIMARCON                                        ;MASCULINO;Latina
2015;1         ;1;170;104646;1;34;12;11;1;0;61;9;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;COMANDO-KTKUEN                                    ;MASCULINO;Latina
2015;1         ;1;170;105453;8;5;12;1;2;9;18;59;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;MADRID SUR LATINA                                 ;MASCULINO;Latina
2015;1         ;1;170;105505;5;13;12;4;1;7;25;42;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;ALUCHE F.C.                                       ;MASCULINO;Latina
2015;1         ;1;170;105570;9;3;11;0;3;8;20;53;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;ASSOCIAZIONE SPORTIVA  HIENAS                     ;MASCULINO;Latina
2015;1         ;1;170;105752;2;27;12;9;0;3;45;20;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;LOS ZANGANOS                                      ;MASCULINO;Latina
2015;1         ;1;170;105825;3;19;12;6;1;5;45;39;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F-11 SEN MAS DOM GR-2;FUTBOL                                            ;SENIOR                                            ;MANDANGUITAS C.F.                                 ;MASCULINO;Latina
2015;1         ;1;171;104078;5;19;12;5;4;3;36;34;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;BCR LUCERO                                        ;MASCULINO;Latina
2015;1         ;1;171;104442;1;32;12;10;2;0;42;10;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;ALGAMA REFORMAS                                   ;MASCULINO;Latina
2015;1         ;1;171;104848;6;16;12;4;4;4;30;30;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;FORUM                                             ;MASCULINO;Latina
2015;1         ;1;171;105074;10;0;12;0;1;11;14;62;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;FUENTE EL OLMO DE ISCAR                           ;MASCULINO;Latina
2015;1         ;1;171;105187;3;23;12;7;2;3;38;27;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;COSTA RICA Z                                      ;MASCULINO;Latina
2015;1         ;1;171;105331;7;13;12;3;4;5;31;34;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;SIGNO EDITORES                                    ;MASCULINO;Latina
2015;1         ;1;171;105333;4;19;12;4;7;1;36;31;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;CHURCH MAPALE                                     ;MASCULINO;Latina
2015;1         ;1;171;105450;2;29;12;9;2;1;79;33;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;GOYA FS ARROCERIA PALADIUM                        ;MASCULINO;Latina
2015;1         ;1;171;105529;8;6;12;2;1;9;29;52;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;SHAKTAR DONUTS                                    ;MASCULINO;Latina
2015;1         ;1;171;105640;9;5;12;2;1;9;24;46;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-1 (1¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;EXCOLAPIAS F.S                                    ;MASCULINO;Latina
2015;1         ;1;172;104079;1;30;12;10;0;2;53;19;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;BEBERTON - 5 BROTHER F.S.                         ;MASCULINO;Latina
2015;1         ;1;172;104460;3;20;11;6;3;2;60;36;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;JAMAICAS SKUNKS                                   ;MASCULINO;Latina
2015;1         ;1;172;104468;4;19;12;6;1;5;45;42;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;ALL IN FS                                         ;MASCULINO;Latina
2015;1         ;1;172;104832;5;17;11;5;2;4;43;34;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;BORRA-CHUZOS                                      ;MASCULINO;Latina
2015;1         ;1;172;105188;2;27;11;9;0;2;52;14;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;BUTARQUISTAS                                      ;MASCULINO;Latina
2015;1         ;1;172;105336;8;11;12;3;2;7;22;43;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;CDFM                                              ;MASCULINO;Latina
2015;1         ;1;172;105337;10;1;12;0;1;11;11;61;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;PALOFUMEKE                                        ;MASCULINO;Latina
2015;1         ;1;172;105339;6;17;12;5;2;5;28;37;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;SE¥ORES LOBO                                      ;MASCULINO;Latina
2015;1         ;1;172;105448;7;16;11;5;1;5;20;27;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;INTER DE MADRID                                   ;MASCULINO;Latina
2015;1         ;1;172;105555;9;6;12;1;4;7;24;45;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-2 (2¦DIV);FUTBOL SALA                                       ;SENIOR                                            ;CRUCE 94                                          ;MASCULINO;Latina
2015;1         ;1;173;103972;1;31;11;10;1;0;70;12;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;CARABANCHELSEA                                    ;MASCULINO;Latina
2015;1         ;1;173;104053;3;20;10;6;2;2;42;24;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;L. FANTOPOTAMOS                                   ;MASCULINO;Latina
2015;1         ;1;173;104648;2;22;10;7;1;2;32;14;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;CISNEROS                                          ;MASCULINO;Latina
2015;1         ;1;173;104941;6;16;12;5;1;6;21;27;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;RACING BELLADONA                                  ;MASCULINO;Latina
2015;1         ;1;173;105184;4;19;11;5;4;2;32;20;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;INTER ALUCHE                                      ;MASCULINO;Latina
2015;1         ;1;173;105186;8;9;11;3;0;8;13;45;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;MADRIDPISOS INMOBILIARIA                          ;MASCULINO;Latina
2015;1         ;1;173;105276;9;7;11;2;1;8;13;40;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;LA CASA DE LA PRADERA                             ;MASCULINO;Latina
2015;1         ;1;173;105332;10;2;11;0;2;9;11;52;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;D BRASS                                           ;MASCULINO;Latina
2015;1         ;1;173;105338;7;13;11;4;1;6;25;22;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;PETERCAN OPORTO                                   ;MASCULINO;Latina
2015;1         ;1;173;105340;5;18;12;5;3;4;25;28;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-3 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;ALCE PULCRO                                       ;MASCULINO;Latina
2015;1         ;1;174;104021;5;12;10;4;0;6;31;44;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FS SEN MAS SAB MA¥ GR-4 (3¦ DIV);FUTBOL SALA                                       ;SENIOR                                            ;CTDI FC                                           ;MASCULINO;Latina
